"## Vehicle"
"Name","Description","DistUnit","FuelUnit","ConsumptionUnit","ImportCSVDateFormat","VIN","Insurance","Plate","Make","Model","Year","TankCount","Tank1Type","Tank2Type","Active","Tank1Capacity","Tank2Capacity","FuelUnitTank2","FuelConsumptionTank2","guid","lastupdated"
"X-Trail ","","0","0","3","yyyy-MM-dd","","","","","",,"1","100","0","1","65.0","0.0","0","0","6cc8b7b4-5076-4310-bd3b-0614146534fa","1782055666435"
"## Log"
"Data","Odo (km)","Fuel (litres)","Full","Price (optional)","km/l (optional)","latitude (optional)","longitude (optional)","City (optional)","Notes (optional)","Missed","TankNumber","FuelType","VolumePrice","StationID (optional)","ExcludeDistance","UniqueId","TankCalc","Weather","guid","lastupdated"
"2025-07-19 11:22","162949.0","20.0","0","200000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","137","0.0",,"d6399a78-0ad4-4086-b4c4-b1da496ad925","1781916957655"
"2025-07-09 21:18","162606.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","136","0.0",,"fa95fd1e-3bda-4e38-ac37-054238e10a01","1781916957655"
"2025-07-05 17:08","162429.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","135","0.0",,"04e63783-d2d3-4de8-9d93-5b7e2fff996c","1781916957656"
"2025-06-23 21:36","162168.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","134","0.0",,"01c1a269-4c42-4e85-be41-e862519bd8d8","1781916957656"
"2025-06-21 20:05","162095.0","16.529","0","200000.0",,"0.0","0.0",,"","0","1","107","12100.0","0","0.0","133","0.0",,"cacba657-d173-4acb-93a1-e03e7e065125","1781916957657"
"2025-06-15 06:41","161831.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","132","0.0",,"ed2d0b10-13d9-42ee-b1a9-3bfb51545559","1781916957658"
"2025-06-08 14:28","161563.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","131","0.0",,"26d2f914-0c10-4427-8939-d1c12cdb2718","1781916957658"
"2025-05-31 15:08","161206.0","25.0","0","250000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","130","0.0",,"be5ee7d4-4b2d-44bc-9d0a-f435a9a63e71","1781916957659"
"2025-05-28 09:33","161015.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","129","0.0",,"02785abd-1924-494a-9a93-753e7fbf95fd","1781916957659"
"2025-05-15 17:22","160757.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","128","0.0",,"4d260026-1f0a-44e2-b916-99aaeaabec5e","1781916957660"
"2025-05-10 11:23","160479.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","127","0.0",,"baefd076-99d8-4ba9-8558-1184dd39c59d","1781916957660"
"2025-05-07 14:06","160402.0","24.194","0","300000.0",,"0.0","0.0",,"","0","1","107","12400.0","0","0.0","126","0.0",,"d5cdd54f-ee1b-4917-9506-ea8847d65cfd","1781916957661"
"2025-05-04 14:18","159904.0","55.0","0","550000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","125","0.0",,"9d0a4b1c-6269-48f7-a3b6-0781b3e3a46c","1781916957661"
"2025-05-01 05:47","159513.0","35.0","0","350000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","124","0.0",,"9c660858-eaf4-42bb-b601-14f8fbd8ca35","1781916957662"
"2025-05-01 01:07","159159.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","123","0.0",,"0159194e-514f-442e-9d4b-e7f671ed6165","1781916957663"
"2025-04-26 13:02","158936.0","25.0","0","250000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","122","0.0",,"49ffba51-b290-49de-8ec8-a9c534e90bf0","1781916957663"
"2025-04-13 10:21","158696.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","121","0.0",,"d9667883-babd-4343-a096-0ba1fb2cda14","1781916957664"
"2025-04-04 22:51","158394.0","20.0","0","200000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","120","0.0",,"8ac55027-c72b-4392-8997-37c1d3b28bb9","1781916957664"
"2025-03-29 02:58","158203.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","119","0.0",,"551d1465-ecb8-4b41-9d33-8a02d8920d1b","1781916957665"
"2025-03-19 18:55","157825.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","118","0.0",,"66127288-fca0-4647-9e73-0fe5c97fa512","1781916957666"
"2025-03-09 21:32","157599.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","117","0.0",,"98fb67ac-da51-4a56-b2c0-cab0a4bf86be","1781916957666"
"2025-02-26 08:23","157416.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","116","0.0",,"07695541-dc3e-4f88-8b69-6d0f2ac6c6bc","1781916957667"
"2025-02-21 23:02","157100.0","20.0","0","200000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","115","0.0",,"093cd260-5705-4120-97b4-be7e281e8e9f","1781916957677"
"2025-02-15 15:17","156862.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","114","0.0",,"f1e4199d-9723-418f-a712-b26d308cafd8","1781916957683"
"2025-02-06 17:26","156603.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","113","0.0",,"661e7c4b-e806-4fc3-8e27-1b5ffb7ee553","1781916957693"
"2025-01-31 08:57","156396.0","20.0","0","200000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","112","0.0",,"54df52c6-31f5-4325-b61b-8739c6db1419","1781916957702"
"2025-01-29 13:07","156270.0","16.0","0","200000.0",,"0.0","0.0",,"","0","1","107","12500.0","0","0.0","111","0.0",,"7e893512-99ac-4447-9e10-65ad7c4f11a6","1781916957710"
"2025-01-25 06:12","155861.0","35.0","0","350000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","110","0.0",,"0d008400-1220-48be-a6a3-feab4535739e","1781916957716"
"2025-01-21 21:40","155555.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","109","0.0",,"d108c9d7-fa2b-43d0-ab8a-fe3b7ea01d3c","1781916957732"
"2024-12-30 22:04","155244.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","108","0.0",,"a25ddd85-2adf-4d44-bf4a-0f58e949f920","1781916957745"
"2024-12-22 17:38","154883.0","50.0","0","500000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","107","0.0",,"8e7d148e-a91e-423a-a006-d151071ac909","1781916957752"
"2024-12-11 08:19","154576.0","20.0","0","200000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","106","0.0",,"09b3785b-904d-45ea-8423-dadce219962d","1781916957762"
"2024-12-07 23:26","154372.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","105","0.0",,"18efe525-749e-4d30-9ee3-7192b1a68cfe","1781916957768"
"2024-11-25 10:42","154003.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","104","0.0",,"dbf0b797-ef43-4d23-a131-be5bae083837","1781916957779"
"2024-11-23 10:37","153696.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","103","0.0",,"85dc7f5f-b083-4144-ac92-73f92839174d","1781916957788"
"2024-11-20 12:22","153458.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","102","0.0",,"4735698f-587f-4b7e-bed9-3e2eec1845ad","1781916957798"
"2024-11-13 08:54","153187.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","101","0.0",,"289b0c3a-343c-4534-b06c-2ceb6092e98e","1781916957811"
"2024-11-08 08:21","152901.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","100","0.0",,"de4658ed-1f9b-44f3-935c-bd8e737f6344","1781916957817"
"2024-11-06 23:10","152850.0","12.397","0","150000.0",,"0.0","0.0",,"","0","1","107","12100.0","0","0.0","99","0.0",,"4d016c8a-09a7-492a-adcd-652cf0af46ef","1781916957828"
"2024-11-06 23:08","152650.0","15.0","0","150000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","98","0.0",,"ba0c33b3-9369-4fb5-8443-3f19f59997ca","1781916957842"
"2024-10-30 10:45","152385.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","97","0.0",,"aafa8e51-8abb-4530-9286-4c67735a46e2","1781916957866"
"2024-10-27 10:17","152035.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","96","0.0",,"8f81b908-bf35-4e01-b08d-ef25bfafb11b","1781916957889"
"2024-10-20 06:57","151654.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","95","0.0",,"b252d35e-d286-47ed-9615-d1ad026ab360","1781916957899"
"2024-10-14 08:46","151452.0","25.0","0","250000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","94","0.0",,"ef57b12f-63d1-4ebc-855d-7392969a1781","1781916957909"
"2024-10-10 07:07","151289.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","93","0.0",,"d520930b-e100-42fa-9b2c-ac29e6777f6e","1781916957919"
"2024-10-03 10:19","151007.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","92","0.0",,"9a4b9d84-7d25-4800-bead-5e0fd2f8e113","1781916957932"
"2024-09-25 17:36","150842.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","91","0.0",,"0eb26a0e-7597-4970-b70c-a4d1a82286ad","1781916957942"
"2024-09-18 08:30","150507.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","90","0.0",,"854757ec-9d10-4028-a1d3-19cf9fe0e978","1781916957958"
"2024-09-15 08:03","150080.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","89","0.0",,"62f1dedf-780d-4b54-9e75-26f0cdfe746c","1781916957973"
"2024-09-11 16:54","149890.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","88","0.0",,"e13a3553-395a-4c11-bfaa-cdaa0ad19f44","1781916957981"
"2024-09-02 08:32","149487.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","87","0.0",,"78a64450-6c10-4745-909e-4dffdbc07540","1781916957995"
"2024-08-30 16:27","149325.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","86","0.0",,"ba635ebb-8888-498f-83e2-de4c100e91ee","1781916958008"
"2024-08-19 16:42","148966.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","85","0.0",,"a8fdbf5e-eb80-45cc-bb09-082ce9baa2a3","1781916958018"
"2024-08-19 15:15","148962.0","14.599","0","200000.0",,"0.0","0.0",,"","0","1","107","13700.0","0","0.0","84","0.0",,"3daa5db2-c407-4bd0-859f-6b28b2772827","1781916958027"
"2024-08-18 09:55","148473.0","35.0","0","350000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","83","0.0",,"c074a506-28a2-4cfa-b62c-8199511a4da2","1781916958039"
"2024-08-17 20:04","148333.0","25.0","0","250000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","82","0.0",,"8bf3cdb1-67d3-46f6-9f38-4de562025a71","1781916958053"
"2024-08-17 07:41","147846.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","81","0.0",,"93c01aea-bf37-4905-92dd-d7a0bb7d04fe","1781916958062"
"2024-08-15 20:41","147716.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","80","0.0",,"2f88dfaa-e0bb-4060-91a4-cdc267744d04","1781916958069"
"2024-08-11 11:12","147356.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","79","0.0",,"cd130335-117d-4542-b3c7-ea7b0e68b027","1781916958091"
"2024-08-10 08:04","147064.0","35.0","0","350000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","78","0.0",,"906c475b-5150-43d4-927a-01631c1880df","1781916958097"
"2024-08-09 07:45","146803.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","77","0.0",,"c91e431d-e261-4487-a276-8b783bc36e4a","1781916958111"
"2024-08-08 23:10","146347.0","20.0","0","200000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","76","0.0",,"27dc2c14-76af-47ec-9847-8d83bf48271e","1781916958125"
"2024-08-07 08:18","146123.0","50.0","0","500000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","75","0.0",,"5c28d5c8-98f7-44ac-8e3d-58e097de49c8","1781916958141"
"2024-07-31 06:34","145852.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","74","0.0",,"ae94e25e-9862-4081-bc6e-b45e8ada4b0a","1781916958151"
"2024-07-31 06:34","145359.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","73","0.0",,"5b253ba4-10d7-4f3a-99b3-ca748568fa5d","1781916958160"
"2024-07-19 07:47","145073.0","20.0","0","200000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","72","0.0",,"8f7d9ae1-400e-4f4f-907e-4f63b3ef992e","1781916958171"
"2024-07-14 10:35","144970.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","71","0.0",,"ed0fd412-1425-4fc1-b7b0-cee3253764e3","1781916958176"
"2024-07-08 08:36","144643.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","70","0.0",,"aa659dbe-bbc6-4793-acaf-47e9f788bf3a","1781916958181"
"2024-07-03 17:30","144434.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","69","0.0",,"185caea5-317c-419b-bffe-65da94b463f2","1781916958194"
"2024-06-30 08:26","144313.0","27.0","0","270000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","68","0.0",,"c45c61a7-0fe3-42ec-903c-ed52c7c8a4a0","1781916958200"
"2024-06-23 14:43","143976.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","67","0.0",,"b56f4291-0a64-4ee4-8093-f5fbe4c31f58","1781916958205"
"2024-06-16 13:28","143845.0","20.0","0","200000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","66","0.0",,"81223d46-8e1c-4185-a43d-d319b359eb72","1781916958212"
"2024-06-12 08:06","143659.0","20.0","0","200000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","65","0.0",,"86fe9e37-fddf-4305-93c8-5726212c113e","1781916958217"
"2024-06-05 17:22","143464.0","20.0","0","200000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","64","0.0",,"000eb8d2-1d87-4e29-a7a9-7b6adf61e7fc","1781916958221"
"2024-05-30 18:50","143320.0","20.0","0","200000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","63","0.0",,"3606cf12-86e5-4ef2-a1e1-0dfebb975684","1781916958229"
"2024-05-25 14:16","143011.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","62","0.0",,"a4069d36-c115-41f3-9f22-8e7ccd41aa72","1781916958233"
"2024-05-22 17:27","142678.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","61","0.0",,"4449d47d-53eb-404a-a810-b9ed20efff1c","1781916958236"
"2024-05-18 09:35","142378.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","60","0.0",,"b506bc1c-6675-4d77-9f5f-9262b5a3842f","1781916958240"
"2024-05-11 16:21","141975.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","59","0.0",,"36ae0568-547b-4b5c-9721-175257f49b41","1781916958248"
"2024-05-06 21:36","141818.0","20.0","0","200000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","58","0.0",,"44d444d3-0fe9-4d9b-b19d-6422384ed7c1","1781916958254"
"2024-05-06 21:35","141500.0","35.0","0","350000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","57","0.0",,"d5b200c7-999b-4354-854d-7fbaf8b6b997","1781916958262"
"2024-04-27 09:38","141019.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","55","0.0",,"95dfa2b2-3854-4600-bf88-17a789cbd38d","1781916958269"
"2024-04-15 21:29","140560.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","54","0.0",,"0bb534b5-d94e-4f36-b150-a0cad001e185","1781916958277"
"2024-04-14 07:01","140504.0","10.0","0","100000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","53","0.0",,"219a1613-b51c-40cc-a344-bc8dbbafcc55","1781916958287"
"2024-04-08 05:52","140185.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","52","0.0",,"02ebcb33-b552-44fa-a031-5ccd500cfb41","1781916958297"
"2024-04-06 07:36","140080.0","10.0","0","100000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","51","0.0",,"695a6670-4cfd-4e7e-99b3-462d2a7c4bd1","1781916958303"
"2024-04-01 21:52","139698.0","40.0","0","400000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","50","0.0",,"a65e9485-005d-4d42-9e59-b3e1f9cdfed6","1781916958311"
"2024-03-30 01:28","139571.0","10.0","0","100000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","49","0.0",,"7d851ebe-ee64-49e0-98db-e1c390d34768","1781916958317"
"2024-03-24 08:55","139294.0","30.0","0","300000.0",,"0.0","0.0",,"","0","1","105","10000.0","0","0.0","48","0.0",,"60a87c62-957a-4e74-9074-8c69d46a5b8a","1781916958326"
